Gene_name	mRNA_peak_zone	mRNA_center_of_mass_0_1_scaled	Proteim_coefficient_of_variation_mean	Proteim_coefficient_of_variation_median
Txndc15	3	0.339884393063584	0.844450528845158	0.933012701892219
Txndc17	3	0.4620826709062	0.141163611982147	0.126929798360662
Txnl1	3	0.4592	0.131835131611159	0.156915044297373
Txnrd1	1	0.423492063492064	0.20371631895024	0.162982562900194
Txnrd2	3	0.409756097560976	0.30644161732532	0.236068057117922
Tymp	2	0.44	0.506208681394994	0.432847287436295
U2af1	1	0.320805369127517	0.259926114687222	0.2301549904268
U2af2	1	0.423711340206186	0.227441848907813	0.219357667548799
U2surp	1	0.409574468085106	0.973205080756888	1
Uaca	1	0.407741935483871	0.754469080355782	0.70848575987037
Uap1l1	4	0.638019169329073	0.253030086089004	0.254389168067414
Uba1	4	0.501098901098901	0.0738738973861695	0.0855178075434765
Uba2	1	0.328358208955224	0.157942668587238	0.0904998069312559
Uba3	2	0.476851851851852	0.558911064680665	0.582230943708581
Uba5	1	0.401219512195122	0.299742289798918	0.329305257251481
Ubac2	1	0.372727272727273	0.187562456608831	0.135145209259778
Ubap2l	1	0.463255813953488	0.158506841638606	0.173501612470783
Ubb	6	0.580408378806548	0.352400230132852	0.334620218267839
Ube2d3	2	0.47473481195757	0.397966476894035	0.381639575773482
Ube2j1	6	0.603030303030303	0.313330711684022	0.231097183079015
Ube2k	1	0.43536231884058	0.148801731315958	0.0932608524801193
Ube2l3	3	0.434250764525994	0.558043561602654	0.511572214716909
Ube2m	3	0.446265938069217	0.119974928976131	0.0931224143865554
Ube2n	1	0.434074074074074	0.134826072582526	0.122844038179305
Ube2v1	6	0.621052631578947	0.260767765540875	0.216241138825549
Ube3a	1	0.398067632850242	0.363497958743194	0.378993564571059
Ube4a	1	0.516230366492147	1	1
Ubfd1	1	0.343778801843318	0.97767090063074	1
Ubqln1	2	0.425263157894737	0.544056269684156	0.441000258390863
Ubr2	1	0.275	0.866025403784439	0.866025403784439
Ubr4	3	0.478661087866109	0.295234394331938	0.210932564168661
Ubtf	6	0.558695652173913	0.367385769768012	0.352208211218085
Ubxn1	3	0.429217391304348	0.221050641389729	0.167586401246924
Ubxn4	1	0.4608	0.159589312079348	0.129049839534542
Uchl3	1	0.283333333333333	0.131556405776162	0.118889392289071
Uchl5	2	0.43298969072165	0.189973872514086	0.104114697810249
Uckl1	4	0.469902912621359	0.768735424942527	0.762037935032301
Ufl1	1	0.382795698924731	0.238419305161385	0.173249381028429
Ufm1	3	0.46793893129771	0.53510921339197	0.494086540397079
Ufsp2	1	0.332413793103448	0.464160017289031	0.424853447398114
Ugdh	3	0.465009096422074	0.134942337874276	0.130659997845065
Uggt1	1	0.298823529411765	0.093548402941943	0.0842215200071119
Ugp2	3	0.434586466165413	0.18295280678006	0.1609480185271
Ugt2a3	1	0.294444444444444	0.236688430490939	0.213854314969153
Unc45a	5	0.531313131313131	1	1
Unc5cl	3	0.376666666666667	1	1
Upf1	3	0.460444444444444	0.217932865739414	0.180879753206489
Upp1	4	0.510622710622711	0.125684336853588	0.110201889906777
Upp2	1	0.333333333333333	0.905213442708018	1
Uprt	3	0.483333333333333	0.492649353218952	0.483989932990254
Uqcr10	1	0.310421127765882	0.308810316149362	0.355623951031649
Uqcrb	1	0.379831365935919	0.101915041093494	0.0888410142077056
Uqcrc1	1	0.348370927318296	0.099006120791096	0.093115464192911
Uqcrc2	1	0.309798994974874	0.0685430294203948	0.0570599483229608
Uqcrfs1	1	0.353246753246753	0.0584463497187724	0.0545553423097397
Uqcrh	1	0.304367538159287	0.392675364113588	0.355473848652528
Uqcrq	1	0.331624147511998	0.235957770887466	0.23989319426856
Urb1	1	NaN	0.881499376572707	0.962861976294496
Use1	1	0.480067001675042	0.97767090063074	1
Ush1c	4	0.52296511627907	0.159042205664989	0.131650729807154
Usmg5	2	0.33890535467299	0.164296459499861	0.165836384632097
Uso1	3	0.47394540942928	0.109988126465311	0.104741585433122
Usp10	1	0.301298701298701	0.189387654759708	0.153399262375523
Usp14	1	0.310869565217391	0.102291666714372	0.088639820453787
Usp15	1	0.454117647058824	0.572183478898023	0.469197718391672
Usp19	2	0.382857142857143	1	1
Usp39	1	0.428	0.97767090063074	1
Usp4	1	0.445128205128205	0.948886763108389	1
Usp47	6	0.523529411764706	0.364193734455328	0.328101606780391
Usp5	1	0.319540229885058	0.18804000211502	0.180553260280045
Usp7	1	0.386127167630058	0.637678733329635	0.583278183183758
Usp9x	1	0.460324825986079	0.257115990410101	0.153316060634291
Vac14	3	0.464406779661017	0.479622678115356	0.371622619840821
Vamp2	6	0.612371134020619	0.384787381173764	0.386827099360956
Vamp8	6	0.538142804291528	0.226909179334374	0.221650523423564
Vapa	4	0.484717208182912	0.112555399477165	0.114045786423833
Vapb	3	0.487201735357918	0.181641864745532	0.147736238808973
Vars	1	0.315789473684211	0.0967582642176907	0.0899359598753362
Vars2	1	0.373333333333333	0.97767090063074	1
Vasp	1	0.492394366197183	0.153088668486237	0.14123452807636
Vat1	2	0.448575712143928	0.132576687155158	0.129059859198223
Vbp1	6	0.499290780141844	0.763530669754727	0.781003827270435
Vcl	3	0.404054054054054	0.0960885474912968	0.0968394401848708
Vcp	1	0.379092159559835	0.129962268081936	0.134652545225304
Vcpip1	3	0.502702702702703	0.570174408594622	0.424469900823774
Vdac1	1	0.277326968973747	0.109434943823552	0.0984619665690005
Vdac2	6	0.562228260869565	0.0441409206545097	0.0365613902931355
Vdac3	1	0.291472868217054	0.163514359788585	0.159404960636068
Vil1	4	0.506856523757932	0.0791071016306645	0.0891539609623521
Vimp	1	0.324782608695652	0.193023211713371	0.173216748269656
Vipas39	2	0.347107438016529	1	1
Vipr1	1	0.434246575342466	1	1
Vmp1	2	0.435205992509363	0.314647810452038	0.2845903876166
Vnn1	3	0.471748878923767	0.269758817378869	0.190315572453983
Vps26a	1	0.486274509803922	0.228518896651405	0.230468619324108
Vps29	1	0.425949367088608	0.115511127802415	0.0970429560086503
Vps35	2	0.43780487804878	0.153200875350168	0.161349504113825
Vps36	3	0.45748031496063	0.97767090063074	1
Vps4b	6	0.53601108033241	0.248937700674047	0.261443374052081
Vps51	1	0.429032258064516	0.604683971685499	0.512594660549096
Vps52	1	0.380246913580247	1	1
Vrk1	3	0.418181818181818	0.813488940066947	0.799228563905469
Vrk3	1	0.42987012987013	0.241030016503421	0.176729902796303
Vsig10	1	0.309401709401709	0.967591561267011	1
Vti1a	3	0.408695652173913	0.46677438213299	0.463853825503335
Vti1b	1	0.432828282828283	0.127449388125924	0.103450660219098
Vwa5a	3	0.341284403669725	0.13804326632936	0.143613109858592
Vwa8	2	0.406382978723404	0.157255551424623	0.127896469053477
Wars2	1	0.309090909090909	0.973205080756888	1
Wasf2	4	0.498832684824903	0.109146157194152	0.130949710450717
Wbp11	1	0.38780487804878	0.694800884352475	0.656881609987258
Wdfy1	3	0.388356164383562	0.60299809287087	0.532951225725928
Wdr1	3	0.488202247191011	0.120930608509381	0.119221449226845
Wdr81	3	0.604878048780488	1	1
Wfs1	1	0.315254237288136	0.762293518766269	0.733724468976778
Wtap	3	0.45978835978836	0.642496676731843	0.604753486084322
Wwp2	6	0.627857142857143	0.585749314525965	0.598742083239831
Xdh	4	0.532520015249714	0.13592048792563	0.136077195663404
Xpnpep1	3	0.410928961748634	0.123830835677748	0.131121699878403
Xpnpep2	2	0.392121212121212	0.277936299826944	0.163890675198869
Xpo1	4	0.480701754385965	0.224669517957334	0.189590376324561
Xpo7	1	0.3344	0.697373936631146	0.680781772583554
Xrn2	3	0.424113475177305	0.203829969500913	0.21143637923479
Yars	1	0.297297297297297	0.163349104295438	0.168394080101353
Yars2	1	0.142857142857143	1	1
Ybx1	1	0.236773954864965	0.125755466260462	0.115535900752949
Ybx3	1	0.184615384615385	0.178379054985127	0.177832396125269
Yeats2	1	0.266666666666667	0.674708715725019	0.619359451733684
Yes1	1	0.436501901140684	0.288880208523832	0.268895654281972
Yif1a	2	0.414186369958275	0.337947673792147	0.353140086642359
Yipf3	5	0.565027322404372	0.215639691544384	0.21612507157922
Yipf5	5	0.548979591836735	0.797413365791065	0.805779576370729
Ykt6	3	0.465811965811966	0.15162506588954	0.142931205579789
Yme1l1	1	0.449624060150376	0.130663393669778	0.0995643815109072
Ythdf3	2	0.434749034749035	0.973205080756888	1
Ywhab	2	0.433532934131737	0.0627319538309425	0.0728225422601882
Ywhae	1	0.356402116402116	0.074237586463428	0.0625123573706255
Ywhag	1	0.36	0.0973696937090949	0.103533242150963
Ywhah	1	0.487668161434978	0.124777462304194	0.139344659225965
Ywhaq	2	0.388555078683834	0.0723622095877078	0.0781529260107953
Ywhaz	2	0.480027835768963	0.0745342286010265	0.0580880054024444
Zadh2	1	0.327659574468085	0.181410644010191	0.117113116909415
Zbp1	3	0.502719033232628	0.26938295673636	0.278805717135892
Zc3h11a	3	0.507865168539326	0.97767090063074	1
Zc3h15	3	0.439484978540773	0.289136929511641	0.292108973465583
Zc3hav1	3	0.532873563218391	0.232165944953229	0.228969525938971
Zcchc6	6	0.662306368330465	0.512246998343967	0.549324105256286
Zcchc8	1	0.412903225806452	0.913948349091923	1
Zdhhc13	1	0.257142857142857	0.270287826317052	0.258233802816021
Zfand6	3	0.465200314218382	0.139359384370297	0.149681436661572
Zfyve1	5	0.627027027027027	1	1
Zmpste24	1	0.329896907216495	0.197594989704481	0.194908045140161
Znhit6	1	0	0.973205080756888	1
Zw10	5	0.503571428571429	0.330973990099449	0.375044294641513
Zyx	4	0.557476635514019	0.322150889381411	0.346860899413454
Zzef1	2	0.446244131455399	0.193877732769132	0.171366394596097
